SKU,Nombre Producto,Descripción,Categoría,Marca del Repuesto,Marca Compatible,Modelo Compatible,Años Compatibles,Número de Parte OEM,Número de Parte Alternativo,Precio Venta,Precio Oferta,Stock Actual,Stock Mínimo,Origen (Genuino/Alternativo),Condición (Nuevo/Usado),Garantía,Peso (kg),Dimensiones (cm),Ubicación Bodega,URL Imagen
GEN-1231,PEDAL ACELERADOR 2.4 VIGUS (CP2-9F856-AD/03100401-004),,inyeccion-diesel,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1232,PIOLA ACELERADOR BRILLIANCE 1.5 T30/ T32 (KYC3071RC),,inyeccion-diesel,China,Brilliance,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1233,CABLE ACELERADOR BRILLIANCE 1.5 T30/ 1.5 T32/ 1.5 X30/ KYC 1.5 T3 GRAN MAMUT (KYC3071RC),,inyeccion-diesel,China,Brilliance,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1234,CUERPO ACELERACION 1.3 KARRY Q22 (472WB-3765010),,inyeccion-diesel,China,Karry,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1235,BOMBA BENCINA 1.6 DFM AX4,,inyeccion-diesel,China,DFM,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1236,TURBO 2.0 WINGLE (1118100-ED01A),,inyeccion-diesel,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1237,BOMBA CEBADORA CON FILTRO 2.8 WINGLE (1105100-E06),,inyeccion-diesel,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1238,CUERPO ACELERACION 1.3 FOTON MIDI,,inyeccion-diesel,China,Foton,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1239,BOMBA BENCINA DFSK 1.5 TRUCK C31/ C32,,inyeccion-diesel,China,DFSK,C31,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⛽
GEN-1240,BOBINA 1.5 HAVAL H6 (F01R00A052),,electricos,China,Haval,Haval,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1241,MODULO CHAPA CONTACTO LIFAN 520,,electricos,China,Lifan,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1242,BOBINA 1.4 CS1 CROSS (33400-75F10),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1243,MOTOR PARTIDA 2.0-2.4 HAVAL/HOVER,,electricos,China,Haval,Hover,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1244,BOBINA 1.6 H30 SET COMPLETO,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1245,BOBINA 2.0 TIGGO-GRAND TIGGER 2.4,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1246,BOBINA 1.5 AX4,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1247,BOBINA 1.5 H6/ HAVAL 6/ 1.5 HAVAL H2/ VOOLEX C50/1.5 JOLION TURBO/DFSK 580 1.5/ ORIGINAL (F01R00A052/180709061969) (F7402)RC,,electricos,China,DFSK,Haval,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1248,BOBINA 1.5 FLORID/C10/C20/C30/ M4 (F01R00A013/3705100-EG01))4G15,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1249,BOBINA 2.0 S6,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1250,BOBINA J2 J4 S2-S3-S4 (1026090GG020),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1251,BOBINA 1.5 FSV-H220- H230-JOJEAR X3/S500/V3/ V5/ BAIC X25/ SX5 1.6/ (MW250963G) (BAIX21)RC,,electricos,China,BAIC,S5,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1252,BOBINA 1.0 CV1 (3705010E/CB10010-0400,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1253,BOBINA 1.5 S2,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1254,BOBINA 1.3 GAC GONOW (WL03-0032),,electricos,China,GAC Gonow,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1255,BOBINA 1.5 HAIMA 2/3/7,,electricos,China,Haima,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1256,BOBINA /S100/ S200/S300/ MINYI 1.1/ HAFEI 1.1 RUIYI/DFM CARGO VAN 1.0-1.1/ BAIC 1.2 PLUS CARGO VAN/ LC/ MK/CK/ 1.6 CS35/CS35 NEW/ CS35 PLUS / 1.5 T30/ 1.5 T32/ 1.5 X30/ AUTORRAD (4 PYNES) (SMW250849) (6045B)RC,,electricos,China,BAIC,CS35,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1257,BOBINA 1.3 DFSK TRUCK V/ /BENNI/CM10/CM5/F-STAR 1.3/CV2/ DFM CARGO VAN 1.3/ GAC GONOW 1.3/HAIMA F STAR 1.3 (RC: 8505),,electricos,China,DFM,Benni,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1258,BOBINA 1.3 S21/FACE/ BEAT/1.6 - 2.0 TIGGO(2008-2013)/SKIN/ 1.5 TIGGO 2 PRO/A516/FULWIN 1-2/DESTINY/CHANGAN CS35/ ARRIZO 3/ GRAND TIGGO / 2.2 WINGLE 5/ DFSK 1.0/ F STAR 1.0 HAIMA/ (3705100U-E01) (22302)RC (AR222RC),,electricos,China,Changan,Tiggo,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1259,BOBINA 1.5 MG3(2005-2019)/ MG5/ MG GT/ 1.5 MG GS/ 1.5 MG 350(2013-2018) (M3410)RC,,electricos,China,MG,GT,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1260,BOBINA 1.0 F0,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1261,BOBINA 1.5 TIGGO 7 (E4T16-3705110),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1262,BOBINA 1.5 TIGGO 2 (D4G15B-3705110) (TX707)RC,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1263,BOBINA 1.6 NEW TIGGO/TIGGO 3/ARRIZO 5 (F01R00A041)(E4G13-370,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1264,BOBINA 1.1 IQ (S11-37051110JA),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1265,BOBINA 1.0 NEW IQ (371F-3705110CA),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1266,MOTOR PARTIDA 1.3 CK,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1267,MOTOR PARTIDA 1.5 F3 / G3,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1268,MOTOR PARTIDA 1.3 LC,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1269,MOTOR PARTIDA 1.1 CV1,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1270,MOTOR PARTIDA A516-SKIN-TIGG-GRAND TIGGO-DESTINY (B11-370811,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1271,MOTOR PARTIDA 1.3 S21-FACE-BEAT (S12-3708110BA),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1272,MOTOR PARTIDA 1.5 ARRIZO 5-NEW TIGGO-TIGGO 3 (E4G16-3708010),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1273,MOTOR PARTIDA 1.5 FULWIN/ ARRIZO 3 (A15-3708110CA),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1274,MOTOR PARTIDA 1.1 IQ (S11-3708110GA),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1275,MOTOR PARTIDA 1.2 N300,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1276,BATERIA 12V 120 AMP.,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1277,MOTOR PARTIDA 1.2 BAIC PLUS,,electricos,China,BAIC,Plus,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1278,BOBINA 1.5 KYC T3 (3705102-B07-00A) (KYC3008RC),,electricos,China,KYC,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1279,CABLE BUJIAS JGO.1.2 BAIC PLUS (BC3531RC),,electricos,China,BAIC,C35,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1280,CABLE BUJIAS JGO.1.3 FOTON MIDI TRUCK NEW/ MIDI CARGO 1.3 (HN413),,electricos,China,Foton,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1281,CABLE BUJIAS JGO.BYD 1.5 F3/ BYD 1.5 G3/ BYD 1.5 F3R/ ZOTYE HUNTER 1.3/ ZOTYE HUNTER NEW 2014/ FOTON 1.6 MIDI / (Z8418)RC,,electricos,China,BYD,Hunter,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1282,CABLE BUJIAS JGO. 1.0 GAC GONOW WAY,,electricos,China,GAC Gonow,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1283,CABLE BUJIAS JGO.1.6 CS35/ 1.6 CS35 NEW/ 1.6 CS35 PLUS / EADO (CS3514RC),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1284,CABLE BUJIAS JGO.1.0 CV1 (3707040E/60E),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1285,BOBINA 0.8 IQ,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1286,BOBINA CHANGAN 1.2 MD201/1.2 MS201/ M201/ 1.5 CS15 (WL03-0072/33400D75F10E000) (MD215RC),,electricos,China,Changan,CS15,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1287,BOBINA 1.3 J3/J2/S3/S2/S4/ JAC137 VVT (1026090GG020) (JMS402),,electricos,China,JAC,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1288,BOBINA 1.5 FOTON MIDI T3 (F01R00A028),,electricos,China,Foton,F0,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1289,BOBINA 1.5 VOLEX C30 FLORID,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1290,BOBINA 1.5 ZS/ RX3/1.5 MG3/ 1.5 MG3 NEW/1.5 MG 350/ 1.5 MG GS (F01R00A113) (091120224 ALSACIA),,electricos,China,MG,ZS,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1291,BOBINA 2.0-2.4 REIN/S5 (WL03-0027),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1292,BOBINA 1.5 ZOTYE/J3/1.3 GAC GONOW/J5 MITSUBISHI 4G13 (0221500802),,electricos,China,GAC Gonow,J5,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1293,CABLE BUJIAS JGO.1.3 A137/J3/ZOTYE,,electricos,China,Zotye,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1294,CABLE BUJIAS JGO.2.4 ZNA RICH,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1295,MODULO CHAPA CONTACTO 1.5 MG GT (10120965),,electricos,China,MG,GT,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1296,BUJIA INCANDESCENTE 1.9 REFINE,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1297,BOBINA 1.5 H2/H6,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1298,CABLE BUJIAS JGO.1.5 DFSK C21/C32 (89412RC),,electricos,China,DFSK,C21,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1299,BUJIA 1.0 BAIC PLUS/MD201/FOTON MIDI 1.3 2017/CS15/CV1 1.0/M201/N300/SAIL/DFSK C21-C22/DFSK 1.2/FAW V80-T80/LIFAN 1.2 (DK7RTC/DK7R) CARGO VAN 1.2 /CHANGAN CS1 (DK7RTC/DK7R) (FOT029RC),,electricos,China,BAIC,CS15,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1300,BUJIA 1.5 F3/G3/S6/C10-C20-C30/FLORID/M4/LIFAN TRUCK-VAN 1.3/DFSK TRUCK-VAN 1.3/A500/BENNI/CM5 /FOTON MIDI 1.6/GAC GONOW 1.3/CK/LC 1.3/MK/HAVAL H3-H5/LIFAN 320-520-530/X60 (K7RTC) (5433),,electricos,China,DFSK,Benni,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1301,BUJIA 1.0 LC,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1302,BUJIA JAC 1.3 137 SPORT/1.3 J3/ J5 VVT /H220/H230/ ZOTYE 1.3 HUNTER (K6RTM2) (Z8409)RC,,electricos,China,JAC,Hunter,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1303,BUJIA 1.8 J6 (K6RTC),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1304,BUJIA SPARK GT,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1305,BUJIA INCANDESCENTE 2.0 WINGLE 5/ 2.0 WINGLE 6/ 2.0 WINGLE 7/ 2.0 POER (2909)RC,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1306,BUJIA INCANDESCENTE 2.8 WINGLE/ 2.8 JMC CARRYING/ 2.8 REFINE/ 2.8 SUNRAY/ (0250202136) (2417),,electricos,China,JMC,Refine,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1307,BUJIA INCANDESCENTE 2.5 RICH,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1308,BUJIA 1.6 CS35 / 1.4 ALSVIN/ ARRIZO 5/ 3707010-B05/H16001-0800/SX5 1.6/KYC T3 1.5(HU10B80P)(LD7RTC),,electricos,China,KYC,Arrizo,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1309,BUJIA 1.5-1.6 NEW TIGGO/ NEW IQ/TIGGO 3/TIGGO 7/TIGGO 8 /TIGGO 7 PRO/NEW TIGGO 3/CX70 1.5/580 TURBO/CS35/JETOUR X70/ 1.5 DASHING/ ARRIZO 5/DFSK 500/ TIGGO 3 PRO/ OMODA 1.5 C5 AT/ (E4G16-3707110/DFSK 600 1.5/AR426RC)(RC T7710RC/ TP008RC/(TP7008TCH)RC,,electricos,China,DFSK,Tiggo,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1310,BUJIA 1.0 CV1 3707010E/CB10001-0700 (DK7RTC),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1311,BUJIA 3 ELECT.1.6 TIGGO/S21 (K7RTJC)(481F-3707010),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1312,BUJIA 0.8-1.0 SPARK,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1313,BUJIA IQ-GRAND TIGGO/TIGGO 2 /ARRIZO 3/2.0 H3/2.4 H5/J6/BEAT 1.3/TRIP/S6/FULWIN/DESTINY/A516/SKIN / 2.4 WINGLE 6/ MG3 GT/ZS/ZX/MG 350/ KYC X5 1.8/H6 2.0 4C20/GEELY 1.8 GS/ TIGGO 2 PRO (S11-3707100)(F2411RC) (M3515RC) (011170052 ALSACIA),,electricos,China,Geely,Tiggo,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1314,BUJIA 1.0 F0-J2-LIFAN 1.2-MINYI 1.1 (K6RTM2),,electricos,China,Lifan,F0,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1315,BUJIA 2.2 DEER/SAFE/WINGLE 5/ADMIRAL/SOCOOL/GRAND TIGGER/CM10 1.3/S100-S200-S300/WINGLE 2.2/HAFEI 1.1 RUIYI /ZHONYI/ HAIMA FSTAR 1.0/JIMBEI HEISE 2.2 (F6RTC),,electricos,China,Hafei,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1316,MODULO CHAPA CONTACTO 2.0 HAVAL/HOVER (3704120-K00),,electricos,China,Haval,Hover,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1317,MODULO CHAPA CONTACTO 1.5 FULWIN,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1318,MODULO CHAPA CONTACTO IQ-S21-FACE-BEAT (S11-3704015),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1319,BUJIA PUNTA PLATINO 1.5 BRILLANCE FSV/ BRILLIANCE 1.5 V3 (2016-2019)/ A137/J2/J3/J4/1.5 S2/S3/S4/JS2/HAIMA 2/DFSK 580 1.8/ BRILLIANCE 1.6 KONECT/ BRILLIANCE 1.6 V5/ H230/ 1.5 DFM S50/ 1.6 CX70/1.5 TIGGO 8 TURBO/ (KL6TI) (JS403TCH)RC,,electricos,China,Brilliance,Tiggo,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1320,BUJIA 1.5 S30H30 (K6RTM2),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1321,BUJIA 2.0 S5 TURBO-T6 BENCINERA (1026106GAAXZ),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1322,BUJIA 1.5 M4-FLORID-C30 (K7R),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1323,CILINDRO CHAPA CONTACTO 1.1 IQ-S21-FACE (S11-9CN3704025BA),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1324,CILINDRO CHAPA CONTACTO P/CONTROL 1.1 IQ JGO.,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1325,CABLE BUJIAS JGO.1.0 CS1 (3707040E/60E),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1326,PALETA LLAVE P/CONTROL IQ,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1327,MOTOR PARTIDA 1.0 NEW IQ (371F-3708110),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1328,CABLE BUJIAS JGO.1.5 MG 550,,electricos,China,MG,550,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1329,CABLE BUJIAS JGO.1.5 CK/ 1.3 CK/ /LC/ LC CROSS/ /1.5 MK/ LIFAN 1.3 VAN- 1.3 FURGON - 1.3 320- 520- 530/ 1.6 CS35 NEW BLUECORE/ 1.6 CS35 PLUS (G407),,electricos,China,Lifan,CS35,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1330,CABLE BUJIAS JGO.1.6 A516,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1331,CABLE BUJIAS JGO. HOVER/ 2.0 HAVAL H3(HASTA 2014) / 2.4 HAVAL H5 / HAVAL H6/ 2.4 WINGLE 7 / 2.4 WINGLE 6 BENC./ 2.4 ZNA RICH / (3409)RC,,electricos,China,Haval,Wingle,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1332,CABLE BUJIAS JGO.2.0 S6 - ZOTYE,,electricos,China,Zotye,S6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1333,CABLE BUJIAS JGO.1.6 NEW TIGGO/TIGGO 3/ARRIZO 5-7 (E4G13-3707170),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1334,CABLE BUJIAS JGO.2.0-2.4 HAVAL/HOVER H3-H5,,electricos,China,Haval,Hover,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1335,CABLE BUJIAS JGO.1.2 LIFAN TRUCK/DFSK 1.3 VAN-TRUCK 1.2 DK12 (WL14-0061)- S200,,electricos,China,DFSK,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1336,CABLE BUJIAS JGO.1.8 J6-TRIP (WL14-0073/4G93),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1337,CABLE BUJIAS JGO.2.0 REIN (102610GA/1026104/5(WL14-0092),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1338,CABLE BUJIAS JGO.2.0 TIGGO,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1339,CABLE BUJIAS JGO.1.0 S300 (WL14-0085),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1340,CABLE BUJIAS JGO.1.0 S100 (2 CABLES),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1341,CABLE BUJIAS JGO.1.0 E-WORK,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1342,CABLE BUJIAS JGO.1.5 MG3(2011-2019)/ MG 350 (2013-2018)/ MG GS 1.5/ MG5/ MG GT/ (M3408)RC,,electricos,China,MG,GT,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1343,CABLE BUJIAS JGO. HAFEI MINYI / HAFEI 1.1 RUIYI / DFSK 1.0 / S100/S200/ S300/ HAFEI ZHONGI/ 1.0 HAIMA STAR/ 1.0 GAC GONOW/ 1.0-1.1 DFM CARGO VAN (R407)RC,,electricos,China,DFM,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1344,CABLE BUJIAS JGO.1.3 DFSK 2 CABLES / CV1 (WL14-0202),,electricos,China,DFSK,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1345,CABLE BUJIAS JGO.2.2 WINGLE 5/DEER/SAFE/SOCOOL/ADMIRAL /ZX GRAND TIGGER/ FOTON 2.2 VIEW/ SAILOR/ 2.2 AUTORRAD/JINBEI 2.2 HAISE (WL14-0086) (1411)RC,,electricos,China,Foton,ZX,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1346,CABLE BUJIAS JGO. SPARK GT,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1347,CABLE BUJIAS JGO.1.3 S21/FACE/BEAT,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1348,CABLE BUJIAS JGO.1.1 IQ/ 1.6 CS35/ 1.6 CS35 NEW/1.6 CS35 PLUS/ 1.5 NEW SAIL/,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1349,CABLE BUJIAS JGO.1.5 FULWIN-FULWIN 2/ARRIZO 3 (2016-2021)/K60/TIGGO 2 2021->/ 1.6 TIGGO/ 1.5 TIGGO 2 PRO/ (AR224RC),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1350,CABLE BUJIAS JGO.1.6 TIGGO/SKIN/DESTINY/GRAND TIGGO/TIGGO 4 2.0/NEW TIGGO 2.0/ 1.5 TIGGO 2/ (TX714RC),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1351,CABLE BUJIAS JGO. 0.8 IQ,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1352,MOTOR PARTIDA CHANGAN 1.2 MD201/ MS201/ M201 (C3420),,electricos,China,Changan,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1353,BOBINA 1.8 J6/TRIP 4G69 (F01R00A012),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1354,CABLE BUJIAS JGO. BRILLANCE 1.5 T30/1.5 T32/ 1.5 X30 (CG147WL14-0149),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1355,MOTOR PARTIDA 1.3 FOTON MIDI,,electricos,China,Foton,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1356,CABLE BUJIAS JGO.1.3 CB10,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1357,MOTOR PARTIDA 2.2 WINGLE 5,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1358,ALTERNADOR 1.8 EC7,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1359,MODULO CHAPA CONTACTO 1.5 ARRIZO 3,,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1360,BOBINA 1.5 CS55 (CS5506RC/3705010-B02),,electricos,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
GEN-1361,BOBINA 1.8 560/ 580/KYC X5 1.5/EC7 (3705100-E01-00),,electricos,China,KYC,580,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,⚡
